Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,,1,2,1.1,0.3
2,,Baltimore (BAL)BAL DST,,2,8,3.7,2.3
3,,Jacksonville (JAC)JAC DST,,2,7,3.8,1.5
Tier 2,
4,,Minnesota (MIN)MIN DST,,1,7,4.5,1.2
5,,Los Angeles (LAR)LAR DST,,2,9,4.8,1.7
6,,Los Angeles (LAC)LAC DST,,3,7,5.4,0.9
7,,Cleveland (CLE)CLE DST,,1,17,8.9,3.0
8,,Houston (HOU)HOU DST,,3,11,7.5,1.7
Tier 3,
9,,New Orleans (NO)NO DST,,6,13,9.2,1.6
10,,Denver (DEN)DEN DST,,9,11,10.1,0.7
11,,Buffalo (BUF)BUF DST,,4,23,12.9,3.6
12,,Dallas (DAL)DAL DST,,2,20,13.0,2.4
13,,New England (NE)NE DST,,7,18,14.0,1.9
14,,Tennessee (TEN)TEN DST,,5,19,14.2,2.7
Tier 4,
15,,Seattle (SEA)SEA DST,,12,17,15.0,1.0
16,,Pittsburgh (PIT)PIT DST,,7,22,17.1,3.8
17,,Philadelphia (PHI)PHI DST,,10,21,16.8,1.7
18,,Kansas City (KC)KC DST,,5,24,18.9,4.3
19,,Indianapolis (IND)IND DST,,3,28,19.2,4.1
20,,Carolina (CAR)CAR DST,,10,24,19.9,2.3
21,,Atlanta (ATL)ATL DST,,8,25,19.2,3.1
22,,Arizona (ARI)ARI DST,,8,26,20.8,2.2
Tier 5,
23,,Green Bay (GB)GB DST,,5,27,22.0,4.6
24,,Detroit (DET)DET DST,,6,28,22.6,4.5
25,,Washington (WAS)WAS DST,,3,32,24.2,6.0
26,,New York (NYG)NYG DST,,4,32,24.7,4.3
27,,Tampa Bay (TB)TB DST,,2,31,26.4,4.1
28,,Miami (MIA)MIA DST,,1,29,26.0,4.8
29,,New York (NYJ)NYJ DST,,9,30,21.0,7.3
30,,San Francisco (SF)SF DST,,13,31,24.4,6.6
31,,Cincinnati (CIN)CIN DST,,17,31,28.0,1.9
32,,Oakland (OAK)OAK DST,,18,32,31.6,0.5
