Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,,1,3,1.3,0.5
2,,Davante AdamsD. Adams GB,,1,4,2.2,0.8
3,,Julio JonesJ. Jones ATL,,1,5,3.0,0.8
4,,Michael ThomasM. Thomas NO,,2,6,3.7,0.8
Tier 2,
5,,Antonio BrownA. Brown PIT,,3,12,5.7,1.2
6,,Odell Beckham Jr.O. Beckham NYG,,5,7,5.9,0.6
7,,Tyreek HillT. Hill KC,,4,8,6.7,0.7
8,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,5,13,8.4,1.6
9,,A.J. GreenA. Green CIN,,8,14,9.1,1.2
10,,Mike EvansM. Evans TB,,8,12,9.8,0.8
Tier 3,
11,,Amari CooperA. Cooper DAL,,9,16,11.3,1.6
12,,T.Y. HiltonT. Hilton IND,,10,17,11.8,1.1
13,,Keenan AllenK. Allen LAC,,9,14,12.4,0.7
14,,Adam ThielenA. Thielen MIN,,10,20,15.0,1.8
15,,Brandin CooksB. Cooks LAR,,13,20,15.1,1.4
16,,Stefon DiggsS. Diggs MIN,,12,17,15.2,1.2
Tier 4,
17,,Robert WoodsR. Woods LAR,,13,25,16.2,0.8
18,,Kenny GolladayK. Golladay DET,,16,18,18.0,0.0
19,,Allen RobinsonA. Robinson CHI,,19,22,19.7,0.8
20,,Cooper KuppC. Kupp LAR,,17,31,21.4,1.6
21,,Corey DavisC. Davis TEN,,19,26,21.4,2.2
22,,Alshon JefferyA. Jeffery PHI,,17,28,21.9,1.9
23,,Doug BaldwinD. Baldwin SEA,,21,25,23.0,0.9
24,,Jarvis LandryJ. Landry CLE,,20,26,23.2,0.8
Tier 5,
25,,Calvin RidleyC. Ridley ATL,,21,37,25.8,2.4
26,,D.J. MooreD. Moore CAR,,23,32,26.2,1.7
27,,Julian EdelmanJ. Edelman NE,,14,37,26.6,3.7
28,,Tyler LockettT. Lockett SEA,,25,36,28.9,1.3
29,,Tyler BoydT. Boyd CIN,,26,34,29.0,1.2
30,,Sammy WatkinsS. Watkins KC,,26,42,29.2,2.9
31,,Marvin JonesM. Jones DET,,30,32,30.9,0.3
32,,Chris GodwinC. Godwin TB,,26,34,31.4,1.7
33,,Will FullerW. Fuller HOU,,28,58,32.6,0.8
34,,Mike WilliamsM. Williams LAC,,30,35,33.3,1.3
35,,Robby AndersonR. Anderson NYJ,,24,43,34.8,1.1
36,,Courtland SuttonC. Sutton DEN,,33,39,36.2,0.9
Tier 6,
37,,Dante PettisD. Pettis SF,,35,41,37.4,1.4
38,,Golden TateG. Tate PHI,,35,43,39.2,0.9
39,,Sterling ShepardS. Shepard NYG,,36,49,39.8,3.4
40,,Christian KirkC. Kirk ARI,,36,44,40.3,0.9
41,,Curtis SamuelC. Samuel CAR,,35,50,42.3,2.2
42,,Keke CouteeK. Coutee HOU,,41,57,43.4,3.5
43,,Anthony MillerA. Miller CHI,,39,62,43.9,1.2
44,,Dede WestbrookD. Westbrook JAC,,39,51,45.1,2.8
45,,Michael GallupM. Gallup DAL,,41,49,45.9,1.7
46,,Emmanuel SandersE. Sanders DEN,,22,66,46.0,9.7
47,,Adam HumphriesA. Humphries TB,,38,89,47.4,3.3
48,,Marquise GoodwinM. Goodwin SF,,43,66,47.8,4.5
49,,Robert FosterR. Foster BUF,,39,59,49.1,3.4
50,,John BrownJ. Brown BAL,,46,64,53.6,3.7
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Geronimo AllisonG. Allison GB,,42,75,55.0,7.1
Tier 7,
52,,Larry FitzgeraldL. Fitzgerald ARI,,36,81,50.3,2.9
53,,Jamison CrowderJ. Crowder WAS,,49,74,51.0,1.2
54,,John RossJ. Ross CIN,,52,81,56.5,7.8
55,,Kenny StillsK. Stills MIA,,51,74,56.9,2.9
56,,Antonio CallawayA. Callaway CLE,,52,63,57.3,3.3
57,,DeSean JacksonD. Jackson TB,,47,85,57.6,4.4
58,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,50,79,59.5,6.6
59,,DaeSean HamiltonD. Hamilton DEN,,42,67,61.8,3.5
60,,Quincy EnunwaQ. Enunwa NYJ,,48,80,61.9,7.1
61,,Demaryius ThomasD. Thomas HOU,,53,124,62.9,6.1
62,,Taylor GabrielT. Gabriel CHI,,57,68,63.0,2.5
63,,Zay JonesZ. Jones BUF,,46,82,63.9,6.9
64,,Devante ParkerD. Parker MIA,,55,90,63.9,5.1
65,,Albert WilsonA. Wilson MIA,,53,82,65.4,3.7
66,,James WashingtonJ. Washington PIT,,40,70,65.8,3.5
67,,Marqise LeeM. Lee JAC,,52,75,65.9,5.9
68,,Mohamed SanuM. Sanu ATL,,47,83,66.1,9.1
69,,Devin FunchessD. Funchess CAR,,58,79,66.1,4.9
70,,Tre'Quan SmithT. Smith NO,,48,78,66.6,2.7
Tier 8,
71,,Donte MoncriefD. Moncrief JAC,,60,74,70.6,2.2
72,,Michael CrabtreeM. Crabtree BAL,,55,84,70.8,6.9
73,,Nelson AgholorN. Agholor PHI,,60,83,73.3,5.0
74,,Taywan TaylorT. Taylor TEN,,68,89,73.5,2.2
75,,Equanimeous St. BrownE. St. GB,,62,115,73.6,3.7
76,,Paul RichardsonP. Richardson WAS,,60,84,75.0,5.6
77,,Tyrell WilliamsT. Williams LAC,,51,84,75.6,4.9
78,,Josh ReynoldsJ. Reynolds LAR,,71,88,77.1,2.7
79,,David MooreD. Moore SEA,,61,81,66.9,2.9
80,,Josh DoctsonJ. Doctson WAS,,72,84,79.3,1.7
81,,Randall CobbR. Cobb GB,,71,91,81.4,2.3
82,,D.J. CharkD. Chark JAC,,76,92,82.0,2.3
83,,Jordy NelsonJ. Nelson OAK,,44,94,83.4,4.6
84,,Chris HoganC. Hogan NE,,65,90,85.1,3.7
85,,Dez BryantD. Bryant NO,,73,106,86.9,9.8
86,,Keelan ColeK. Cole JAC,,86,101,88.4,2.2
87,,Willie SneadW. Snead BAL,,68,91,88.5,1.8
88,,Chris ConleyC. Conley KC,,84,99,89.5,3.4
89,,Kelvin BenjaminK. Benjamin KC,,87,116,92.9,2.8
90,,Ted GinnT. Ginn NO,,54,111,85.7,5.1
91,,Ryan GrantR. Grant IND,,90,123,95.8,4.4
Tier 9,
92,,Rashard HigginsR. Higgins CLE,,67,118,91.3,9.9
93,,Pierre GarconP. Garcon SF,,73,100,91.4,3.9
94,,J'Mon MooreJ. Moore GB,,87,165,100.5,18.1
95,,Cameron MeredithC. Meredith NO,,83,134,96.0,3.0
96,,Cole BeasleyC. Beasley DAL,,81,106,96.7,2.1
97,,Kendrick BourneK. Bourne SF,,85,128,98.7,7.7
98,,Jake KumerowJ. Kumerow GB,,76,167,99.3,11.9
99,,Cordarrelle PattersonC. Patterson NE,,92,113,101.3,6.0
100,,Danny AmendolaD. Amendola MIA,,95,105,101.4,3.4
101,,Jermaine KearseJ. Kearse NYJ,,98,134,104.1,5.8
102,,Phillip DorsettP. Dorsett NE,,100,121,105.0,3.0
103,,Breshad PerrimanB. Perriman CLE,,79,127,97.0,7.5
104,,Deon CainD. Cain IND,,85,103,99.5,2.8
105,,Rishard MatthewsR. Matthews NYJ,,89,104,101.5,3.3
106,,Trent TaylorT. Taylor SF,,101,125,107.3,2.2
107,,Keith KirkwoodK. Kirkwood NO,,78,121,107.8,4.4
108,,Chester RogersC. Rogers IND,,102,112,108.2,2.3
109,,Allen HurnsA. Hurns DAL,,93,142,108.3,7.1
110,,Laquon TreadwellL. Treadwell MIN,,93,136,112.3,7.0
Tier 10,
111,,Corey ColemanC. Coleman NYG,,99,137,116.8,13.9
112,,Jordan MatthewsJ. Matthews PHI,,91,118,105.8,10.5
113,,Dontrelle InmanD. Inman IND,,79,122,107.3,17.0
114,,Travis BenjaminT. Benjamin LAC,,103,115,108.8,4.6
115,,Mike WallaceM. Wallace PHI,,86,161,110.5,29.6
116,,Jaron BrownJ. Brown SEA,,104,117,110.8,4.6
117,,Ryan SwitzerR. Switzer PIT,,94,142,121.4,17.8
118,,Brice ButlerB. Butler MIA,,110,118,115.0,3.0
119,,Trey QuinnT. Quinn WAS,,80,146,126.2,24.6
120,,Chad WilliamsC. Williams ARI,,103,129,117.0,11.2
121,,Jarius WrightJ. Wright CAR,,105,137,118.3,12.3
122,,Jakeem GrantJ. Grant MIA,,93,131,108.0,16.5
123,,Martavis BryantM. Bryant OAK,,96,118,108.3,9.2
124,,Andre RobertsA. Roberts NYJ,,102,180,126.5,31.4
125,,Cody LatimerC. Latimer NYG,,120,131,124.3,4.3
126,,Tajae SharpeT. Sharpe TEN,,105,154,128.8,19.3
127,,Mack HollinsM. Hollins PHI,,113,148,136.4,12.5
128,,J.J. NelsonJ. Nelson ARI,,102,161,130.0,21.0
129,,Seth RobertsS. Roberts OAK,,109,124,119.0,7.1
130,,Zach PascalZ. Pascal IND,,108,153,130.5,18.6
131,,Trent SherfieldT. Sherfield ARI,,103,136,120.7,13.6
132,,Torrey SmithT. Smith CAR,,108,150,122.0,19.8
133,,Bruce EllingtonB. Ellington DET,,119,128,122.3,4.0
134,,Aldrick RobinsonA. Robinson MIN,,109,145,124.3,15.2
135,,Tim PatrickT. Patrick DEN,,120,151,135.3,11.5
136,,Demarcus RobinsonD. Robinson KC,,97,117,107.0,10.0
137,,Isaiah McKenzieI. McKenzie BUF,,85,152,126.0,29.3
138,,Tavon AustinT. Austin DAL,,106,114,110.0,4.0
139,,Austin CarrA. Carr NO,,126,149,138.3,8.2
Tier 11,
140,,Terrance WilliamsT. Williams DAL,,99,129,114.0,15.0
141,,Chris MooreC. Moore BAL,,130,133,131.0,1.4
142,,TJ JonesT. Jones DET,,114,119,116.5,2.5
143,,Kevin WhiteK. White CHI,,112,160,132.3,20.3
144,,Cody CoreC. Core CIN,,127,138,132.3,4.5
145,,Brandon LaFellB. LaFell OAK,,104,155,133.3,21.5
146,,Russell ShepardR. Shepard NYG,,112,186,140.7,32.4
147,,Josh GordonJ. Gordon NE,,85,152,118.5,33.5
148,,Marcell AtemanM. Ateman OAK,,119,145,135.3,11.6
149,,Maurice HarrisM. Harris WAS,,115,160,136.3,18.4
150,,Dan ArnoldD. Arnold NO,,95,153,124.0,29.0
151,,Josh BellamyJ. Bellamy CHI,,123,157,138.3,14.1
152,,Justin HardyJ. Hardy ATL,,126,126,126.0,0.0
153,,Richie JamesR. James SF,,114,155,138.7,17.7
154,,Justin WatsonJ. Watson TB,,104,149,126.5,22.5
155,,DeAndre CarterD. Carter HOU,,125,130,127.5,2.5
156,,Leonte CarrooL. Carroo MIA,,129,156,142.0,11.0
157,,Terrelle PryorT. Pryor FA,,110,153,131.5,21.5
158,,Bennie FowlerB. Fowler NYG,,123,158,143.7,15.0
159,,Alex EricksonA. Erickson CIN,,132,163,149.0,12.0
160,,De'Anthony ThomasD. Thomas KC,,112,159,135.5,23.5
161,,Noah BrownN. Brown DAL,,136,137,136.5,0.5
162,,Charone PeakeC. Peake NYJ,,131,164,146.0,13.6
163,,Deonte ThompsonD. Thompson BUF,,122,162,146.7,17.6
164,,Marvin HallM. Hall ATL,,133,173,150.3,16.8
165,,Josh MaloneJ. Malone CIN,,132,150,141.0,9.0
166,,Michael FloydM. Floyd WAS,,120,172,146.0,26.0
167,,Shelton GibsonS. Gibson PHI,,143,147,145.0,2.0
Tier 12,
168,,Brandon PowellB. Powell DET,,142,151,146.5,4.5
169,,Amara DarbohA. Darboh SEA,,136,159,147.5,11.5
170,,Cam BatsonC. Batson TEN,,139,156,147.5,8.5
171,,Jaleel ScottJ. Scott BAL,,144,152,148.0,4.0
172,,Trevor DavisT. Davis GB,,132,170,151.0,19.0
173,,Darius JenningsD. Jennings TEN,,135,162,148.5,13.5
174,,Jordan LasleyJ. Lasley BAL,,146,151,148.5,2.5
175,,Auden TateA. Tate CIN,,148,149,148.5,0.5
176,,Isaiah FordI. Ford MIA,,135,181,158.0,23.0
177,,Braxton BerriosB. Berrios NE,,147,155,151.0,4.0
178,,Daurice FountainD. Fountain IND,,150,153,151.5,1.5
179,,Vyncint SmithV. Smith HOU,,143,166,154.5,11.5
180,,Andy JonesA. Jones DET,,146,163,154.5,8.5
181,,Allen LazardA. Lazard GB,,152,169,160.5,8.5
182,,Khadarel HodgeK. Hodge LAR,,157,178,167.5,10.5
183,,Justin HunterJ. Hunter PIT,,158,171,164.5,6.5
